company,title,location,category,url,source,first_seen,last_seen,date_posted,season_confidence,in_simplify,active
Merck,2027 Future Talent Program - Discovery Biologics - Intern,USA - California - South San Francisco (Grand Ave); USA - Massachusetts - Boston (MA Parcel B Laboratory); USA - Massachusetts - Cambridge (320 Bent Street),AI / Machine Learning,https://msd.wd5.myworkdayjobs.com/searchjobs/job/USA---California---South-San-Francisco-Grand-Ave/XMLNAME-2027-Future-Talent-Program---Discovery-Biologics---Intern_R412152,workday,2026-09-13,2026-09-15,2026-09-08,high,False,True
Merck,2027 Future Talent Program - Chemical Biology - Intern,USA - Massachusetts - Cambridge (320 Bent Street),Statistics / Analytics,https://msd.wd5.myworkdayjobs.com/searchjobs/job/USA---Massachusetts---Cambridge-320-Bent-Street/XMLNAME-2027-Future-Talent-Program---Chemical-Biology---Intern_R413252,workday,2026-09-13,2026-09-15,2026-09-08,high,False,True
Medtronic,Software Engineer Intern,"Boston, MA; Santa Ana, CA; Fridley, MN; Santa Rosa, CA; Irvine, CA; Mansfield, MA; Mounds View, MN; Tempe, AZ; Memphis, TN; Brooklyn Center, MN; Plymouth, MN; Brooklyn Park, MN; Fort Worth, TX; Dexter, MI; North Haven, CT; Lafayette, CO; Minneapolis, MN; Newton, MA; Jacksonville, FL; Eatontown, NJ; Boulder, CO",Software Engineering,https://medtronic.wd1.myworkdayjobs.com/redeploymentmedtroniccareers/job/Fridley-Minnesota-United-States-of-America/Software-Engineering-Intern---Summer-2027_R73630,github,2026-09-13,2026-09-15,,medium,True,True
Marvell,"Test Solutions Engineering Intern, BS - Summer 2027","Burlington, VT",Hardware / Engineering,https://marvell.wd1.myworkdayjobs.com/MarvellCareers/job/Burlington-VT/Test-Solutions-Engineering-Intern--BS---Summer-2027_2603835,workday,2026-09-13,2026-09-15,2026-09-09,high,True,True
Marvell,"Physical Design Engineer Intern, MS - Summer 2027","Santa Clara, CA; Austin, TX; Morrisville, NC; Rochester, MN; Burlington, VT; Westborough, MA; Boise, ID",Hardware / Engineering,https://marvell.wd1.myworkdayjobs.com/MarvellCareers/job/Santa-Clara-CA/Physical-Design-Engineer-Intern--MS---Summer-2027_2604518-1,workday,2026-09-13,2026-09-15,2026-09-04,high,False,True
Marvell,"Physical Design Engineer Intern, BS - Summer 2027","Santa Clara, CA; Austin, TX; Morrisville, NC; Rochester, MN; Burlington, VT; Westborough, MA; Boise, ID",Hardware / Engineering,https://marvell.wd1.myworkdayjobs.com/MarvellCareers/job/Santa-Clara-CA/Physical-Design-Engineer-Intern--BS---Summer-2027_2604517-1,workday,2026-09-13,2026-09-15,2026-09-04,high,False,True
Marvell,Physical Design Engineer Intern - MS - Multiple Teams 🎓,"Morrisville, NC; Austin, TX; Rochester, MN; Santa Clara, CA; Boise, ID; Burlington, VT; Westborough, MA",Hardware / Engineering,https://marvell.wd1.myworkdayjobs.com/MarvellCareers2/job/Santa-Clara-CA/Physical-Design-Engineer-Intern--MS---Summer-2027_2604518,github,2026-09-13,2026-09-15,,medium,True,True
Marvell,Physical Design Engineer Intern - BS,"Morrisville, NC; Austin, TX; Rochester, MN; Santa Clara, CA; Boise, ID; Burlington, VT; Westborough, MA",Hardware / Engineering,https://marvell.wd1.myworkdayjobs.com/MarvellCareers2/job/Santa-Clara-CA/Physical-Design-Engineer-Intern--BS---Summer-2027_2604517,github,2026-09-13,2026-09-15,,medium,True,True
Marvell,"Functional Validation Intern, BS - Summer 2027","Westborough, MA; Boise, ID; Santa Clara, CA",Hardware / Engineering,https://marvell.wd1.myworkdayjobs.com/MarvellCareers/job/Westborough-MA/Functional-Validation-Intern--BS---Summer-2027_2604514-1,workday,2026-09-13,2026-09-15,2026-09-04,high,True,True
Marvell,"Design for Test Intern, BS - Summer 2027","Morrisville, NC; Westborough, MA; Boise, ID; Santa Clara, CA",Hardware / Engineering,https://marvell.wd1.myworkdayjobs.com/MarvellCareers/job/Morrisville-NC/Design-for-Test-Intern--BS---Summer-2027_2604511,workday,2026-09-13,2026-09-15,2026-09-04,high,False,True
Marvell,Design for Test Intern,"Morrisville, NC; Santa Clara, CA; Boise, ID; Westborough, MA",Hardware / Engineering,https://marvell.wd1.myworkdayjobs.com/MarvellCareers2/job/Morrisville-NC/Design-for-Test-Intern--BS---Summer-2027_2604511-1,github,2026-09-13,2026-09-15,,medium,True,True
Marvell,"Design Verification Intern, MS - Summer 2027","Santa Clara, CA; Austin, TX; Westborough, MA; Boise, ID; Morrisville, NC",Hardware / Engineering,https://marvell.wd1.myworkdayjobs.com/MarvellCareers/job/Santa-Clara-CA/Design-Verification-Intern--MS---Summer-2027_2604506-1,workday,2026-09-13,2026-09-15,2026-09-04,high,True,True
Marvell,"Design Verification Intern, BS - Summer 2027","Santa Clara, CA; Austin, TX; Westborough, MA; Boise, ID; Morrisville, NC",Hardware / Engineering,https://marvell.wd1.myworkdayjobs.com/MarvellCareers/job/Santa-Clara-CA/Design-Verification-Intern--BS---Summer-2027_2604505-1,workday,2026-09-13,2026-09-15,2026-09-04,high,True,True
Marvell,Design Verification Intern - BS - Summer 2027,"Morrisville, NC; Austin, TX; Santa Clara, CA; Boise, ID; Westborough, MA",Hardware / Engineering,https://marvell.wd1.myworkdayjobs.com/MarvellCareers2/job/Santa-Clara-CA/Design-Verification-Intern--BS---Summer-2027_2604505,github,2026-09-13,2026-09-15,,high,True,True
Marvell,"Analog Design Intern, MS - Summer 2027","Santa Clara, CA; Burlington, VT",Hardware / Engineering,https://marvell.wd1.myworkdayjobs.com/MarvellCareers/job/Santa-Clara-CA/Analog-Design-Intern--MS---Summer-2027_2604510-1,workday,2026-09-13,2026-09-15,2026-09-14,high,True,True
Marvell,Analog Design Intern 🎓,"Santa Clara, CA; Burlington, VT",Hardware / Engineering,https://marvell.wd1.myworkdayjobs.com/MarvellCareers2/job/Santa-Clara-CA/Analog-Design-Intern--MS---Summer-2027_2604510,github,2026-09-13,2026-09-15,,medium,True,True
Marvell,"Advanced Packaging Intern, MS - Summer 2027","Santa Clara, CA; Chandler, AZ; Austin, TX; Burlington, VT; Westborough, MA; Westlake Village, CA",Hardware / Engineering,https://marvell.wd1.myworkdayjobs.com/MarvellCareers/job/Santa-Clara-CA/Advanced-Packaging-Intern--MS---Summer-2027_2604519-1,workday,2026-09-13,2026-09-15,2026-09-05,high,False,True
Marvell,"Advanced Packaging Intern, BS - Summer 2027","Burlington, VT",Hardware / Engineering,https://marvell.wd1.myworkdayjobs.com/MarvellCareers/job/Burlington-VT/Advanced-Packaging-Intern--BS---Summer-2027_2604156-1,workday,2026-09-13,2026-09-15,2026-09-08,high,True,True
Marvell,Advanced Packaging Intern 🎓,"Austin, TX; Santa Clara, CA; Westlake Village, CA; Burlington, VT; Chandler, AZ; Westborough, MA",Hardware / Engineering,https://marvell.wd1.myworkdayjobs.com/MarvellCareers2/job/Santa-Clara-CA/Advanced-Packaging-Intern--MS---Summer-2027_2604519,github,2026-09-13,2026-09-15,,medium,True,True
Manulife Financial,Summer Intern 2027 - Software Engineering,"Boston, Massachusetts",Software Engineering,https://manulife.wd3.myworkdayjobs.com/MFCJH_Jobs/job/Boston-Massachusetts/Summer-Intern-2027---Software-Engineering_JR26081680,workday,2026-09-13,2026-09-15,2026-08-27,high,True,True
Manulife Financial,Summer Intern 2027 - Operations Analyst,"Boston, Massachusetts",AI / Machine Learning,https://manulife.wd3.myworkdayjobs.com/MFCJH_Jobs/job/Boston-Massachusetts/Summer-Intern-2027---Operations-Analyst_JR26081571,workday,2026-09-13,2026-09-15,2026-08-28,high,False,True
Manulife Financial,Summer Intern 2027 - Data Engineering,"Boston, Massachusetts",Software Engineering,https://manulife.wd3.myworkdayjobs.com/MFCJH_Jobs/job/Boston-Massachusetts/Summer-Intern-2027---Data-Engineering_JR26081679,workday,2026-09-13,2026-09-15,2026-08-27,high,False,True
Manulife Financial,Summer Intern 2027 - Business Technology,"Boston, Massachusetts",General Technology,https://manulife.wd3.myworkdayjobs.com/MFCJH_Jobs/job/Boston-Massachusetts/Summer-Intern-2027---Business-Technology_JR26081681,workday,2026-09-13,2026-09-15,2026-08-27,high,False,True
Manulife Financial,Summer Intern 2027 - AI,"Boston, Massachusetts",AI / Machine Learning,https://manulife.wd3.myworkdayjobs.com/MFCJH_Jobs/job/Boston-Massachusetts/Summer-Intern-2027---AI_JR26081682,workday,2026-09-13,2026-09-15,2026-08-27,high,True,True
MKS Instruments,Business Intelligence/Data Analytics Intern,"Andover, MA",Statistics / Analytics,https://mksinst.wd1.myworkdayjobs.com/MKSCareersUniversity/job/Andover-MA/XMLNAME-2027-Summer-BI-Data-Analytics-IT-Intern_R20657,github,2026-09-13,2026-09-13,,medium,True,False
MIT Lincoln Laboratory,Optical & Quantum Communications Intern (Summer 2027) - Group 67,"Lexington, MA, US",Other,https://careers.ll.mit.edu/job/Lexington-Optical-&-Quantum-Communications-Intern-%28Summer-2027%29-Group-67-MA-02420/1421248300,generic,2026-09-13,2026-09-13,,high,False,False
MIT Lincoln Laboratory,Laser Communications Intern (Summer 2027) - Group 66,"Lexington, MA, US",Other,https://careers.ll.mit.edu/job/Lexington-Laser-Communications-Intern-%28Summer-2027%29-Group-66-MA-02420/1425055300,generic,2026-09-13,2026-09-13,,high,False,False
MIT Lincoln Laboratory,Airborne Radar Systems and Techniques Intern (Summer 2027) - Group 105,"Lexington, MA, US",General Technology,https://careers.ll.mit.edu/job/Lexington-Airborne-Radar-Systems-and-Techniques-Intern-%28Summer-2027%29-Group-105-MA-02420/1410581200,generic,2026-09-13,2026-09-15,,high,False,True
Lexington Medical,Mechanical Engineering Intern,"Bedford, MA",Hardware / Engineering,https://job-boards.greenhouse.io/lexingtonmedical/jobs/5400185008,greenhouse,2026-09-13,2026-09-15,,high,False,True
Lexington Medical,Electrical/Embedded Software Engineer Intern,"Bedford, MA",Software Engineering,https://job-boards.greenhouse.io/lexingtonmedical/jobs/5400236008,greenhouse,2026-09-13,2026-09-15,,high,True,True
Klaviyo,Software Engineer Intern (Summer 2027),"Boston, MA",Software Engineering,https://job-boards.greenhouse.io/klaviyocampus/jobs/7989364003,greenhouse,2026-09-13,2026-09-15,,high,True,True
Kensho,Software Engineer - Summer Intern 2027,"Cambridge, MA; New York, NY",Software Engineering,https://spgi.wd5.myworkdayjobs.com/Kensho_Careers/job/Cambridge-MA/Software-Engineer---Summer-Intern-2027_331717-1,workday,2026-09-13,2026-09-15,2026-09-09,high,True,True
Kensho,Machine Learning Engineer - Summer Intern 2027,"Cambridge, MA; New York, NY",AI / Machine Learning,https://spgi.wd5.myworkdayjobs.com/Kensho_Careers/job/Cambridge-MA/Machine-Learning-Engineer---Summer-Intern-2027_331714,workday,2026-09-13,2026-09-15,2026-09-09,high,True,True
Insulet,Life Cycle Engineering Co-op - Electrical,"Acton, MA",Hardware / Engineering,https://insulet.wd5.myworkdayjobs.com/insuletcareers/job/Acton-Massachusetts/Co-op--Life-Cycle-Engineering---Electrical--January---June-2027--Hybrid-_REQ-2026-18043,github,2026-09-13,2026-09-15,,medium,True,True
IAT Insurance Group,Network Operations Internship,Cheshire CT,Statistics / Analytics,https://iatinsurancegroup.wd1.myworkdayjobs.com/iat/job/Cheshire-CT/Network-Operations-Internship_JR100371,workday,2026-09-13,2026-09-15,2026-09-01,high,False,True
HyperLight,Software Engineer Intern,"Cambridge, MA",Software Engineering,https://apply.workable.com/hyperlight/j/5581EA0668,github,2026-09-13,2026-09-15,,medium,False,True
HPR (Hyannis Port Research),Software Engineering Intern - Summer 2027,"Needham, MA",Software Engineering,https://job-boards.greenhouse.io/hyannisportresearch/jobs/7822989003,greenhouse,2026-09-13,2026-09-15,,high,True,True
HPR (Hyannis Port Research),FPGA Engineering Intern - Summer 2027,"Needham, MA",Hardware / Engineering,https://job-boards.greenhouse.io/hyannisportresearch/jobs/7822801003,greenhouse,2026-09-13,2026-09-15,,high,True,True
Google,Software Engineering Intern,"Mountain View, CA; Atlanta, GA; Austin, TX; Boulder, CO; Cambridge, MA; Bellevue, WA; Chicago, IL; Houston, TX; Irvine, CA; Kirkland, WA; Los Angeles, CA; Madison, WI; New York, NY; Palo Alto, CA; Portland, OR; Pittsburgh, PA; Raleigh, NC; Durham, NC; Reston, VA; Redmond, WA; Redwood City, CA; San Diego, CA; Goleta, CA; San Bruno, CA; Seattle, WA; San Francisco, CA; San Jose, CA; Santa Cruz, CA; South San Francisco, CA; Sunnyvale, CA",Software Engineering,https://www.google.com/about/careers/applications/jobs/results/85564713261245126-software-engineering-intern-bs-summer-2027,github,2026-09-13,2026-09-15,,medium,False,True
Google,Software Engineer Intern - Multiple Teams,"Palo Alto, CA; Cambridge, MA; Madison, WI; Seattle, WA; Houston, TX; SF; Austin, TX; LA; San Jose, CA; Irvine, CA; South SF; Redwood City, CA; Raleigh, NC; San Bruno, CA; Redmond, WA; Durham, NC; Santa Cruz, CA; Chicago, IL; Goleta, CA; Pittsburgh, PA; Kirkland, WA; Reston, VA; NYC; Bellevue, WA; Sunnyvale, CA; Mountain View, CA; Portland, OR; Boulder, CO; Atlanta, GA; San Diego, CA",Software Engineering,https://www.google.com/about/careers/applications/jobs/results/94172495052972742,github,2026-09-13,2026-09-15,,medium,True,True
Google,Software Engineer Intern - Multiple Teams,"Palo Alto, CA; Cambridge, MA; Madison, WI; Seattle, WA; Houston, TX; SF; Austin, TX; LA; San Jose, CA; Irvine, CA; South SF; Redwood City, CA; Raleigh, NC; San Bruno, CA; Redmond, WA; Durham, NC; Santa Cruz, CA; Chicago, IL; Goleta, CA; Pittsburgh, PA; Kirkland, WA; Reston, VA; NYC; Bellevue, WA; Sunnyvale, CA; Mountain View, CA; Portland, OR; Boulder, CO; Atlanta, GA; San Diego, CA; Santa Barbara, CA",Software Engineering,https://www.google.com/about/careers/applications/jobs/results/100648618540573382,github,2026-09-13,2026-09-15,,medium,True,True
